aspect_key,review_key,property_key,review_date,category,polarity,severity,confidence,actionable_by,evidence_span,model,rating,language
889,889,3,2026-07-16,check_in,positive,not_applicable,high,none,Early check-in was arranged without fuss,gemini-3.1-flash-lite,5.0,en
890,875,1,2026-07-16,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
891,882,1,2026-07-15,location,positive,not_applicable,high,none,"Great location, walking distance to everything",gemini-3.1-flash-lite,4.5,en
892,880,1,2026-07-15,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,4.0,en
893,880,1,2026-07-15,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,4.0,en
894,880,1,2026-07-15,other,negative,minor,high,none,the approach road is badly lit at night,gemini-3.1-flash-lite,4.0,en
895,871,1,2026-07-15,location,positive,not_applicable,high,none,Very convenient for the tech parks,gemini-3.1-flash-lite,5.0,en
896,871,1,2026-07-15,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
897,879,3,2026-07-14,room_quality,positive,not_applicable,high,none,Room spacious tha,gemini-3.1-flash-lite,5.0,en
898,879,3,2026-07-14,room_quality,positive,not_applicable,high,none,well maintained,gemini-3.1-flash-lite,5.0,en
899,873,1,2026-07-14,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.5,en
900,873,1,2026-07-14,location,positive,not_applicable,high,none,"great location, walking distance to everything",gemini-3.1-flash-lite,4.5,en
901,863,1,2026-07-14,cleanliness,positive,not_applicable,high,none,Daily cleaning was prompt and thorough,gemini-3.1-flash-lite,4.0,en
902,863,1,2026-07-14,room_quality,positive,not_applicable,high,none,bed was extremely comfortable,gemini-3.1-flash-lite,4.0,en
903,863,1,2026-07-14,noise,negative,moderate,high,front_office,construction noise started early every morning,gemini-3.1-flash-lite,4.0,en
904,885,3,2026-07-13,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,4.5,en
905,872,1,2026-07-13,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.5,en
906,872,1,2026-07-13,other,negative,moderate,medium,maintenance,Hope they fix it,gemini-3.1-flash-lite,4.5,en
907,868,3,2026-07-13,value,positive,not_applicable,high,none,"Paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.5,en
908,867,2,2026-07-13,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight.,gemini-3.1-flash-lite,5.0,en
909,866,2,2026-07-13,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,5.0,en
910,866,2,2026-07-13,check_in,positive,not_applicable,high,none,early check-in was arranged without fuss,gemini-3.1-flash-lite,5.0,en
911,884,2,2026-07-12,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.5,en
912,884,2,2026-07-12,staff,positive,not_applicable,high,none,staff bahut helpful the,gemini-3.1-flash-lite,4.5,en
913,876,1,2026-07-12,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.5,en
914,876,1,2026-07-12,housekeeping_response,positive,not_applicable,high,none,requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.5,en
915,941,2,2026-07-11,staff,positive,not_applicable,high,none,Front desk went out of their way for us,gemini-3.1-flash-lite,4.5,en
916,941,2,2026-07-11,check_in,positive,not_applicable,high,none,self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.5,en
917,886,3,2026-07-11,noise,positive,not_applicable,high,none,Very peaceful,gemini-3.1-flash-lite,5.0,en
918,869,3,2026-07-11,value,positive,not_applicable,high,none,Excellent value for what you get,gemini-3.1-flash-lite,4.0,en
919,874,1,2026-07-10,maintenance,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,5.0,en
920,883,1,2026-07-09,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,5.0,en
921,860,3,2026-07-09,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.5,en
922,860,3,2026-07-09,other,negative,moderate,medium,none,Hope they fix it,gemini-3.1-flash-lite,4.5,en
923,853,2,2026-07-09,maintenance,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,3.5,en
924,853,2,2026-07-09,noise,positive,not_applicable,high,none,very peaceful,gemini-3.1-flash-lite,3.5,en
925,853,2,2026-07-09,room_quality,negative,moderate,high,maintenance,the sofa was worn,gemini-3.1-flash-lite,3.5,en
926,853,2,2026-07-09,room_quality,negative,moderate,high,maintenance,the chair was broken,gemini-3.1-flash-lite,3.5,en
927,870,1,2026-07-08,value,positive,not_applicable,high,none,"Paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.5,en
928,870,1,2026-07-08,amenities,positive,not_applicable,high,none,grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
929,870,1,2026-07-08,maintenance,negative,moderate,high,maintenance,geyser was not working properly,gemini-3.1-flash-lite,4.5,en
930,864,1,2026-07-08,noise,positive,not_applicable,high,none,Quiet even on the weekend.,gemini-3.1-flash-lite,4.5,en
931,861,3,2026-07-08,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,4.5,en
932,856,1,2026-07-08,room_quality,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,4.5,en
933,856,1,2026-07-08,maintenance,negative,moderate,medium,maintenance,Hope they fix it.,gemini-3.1-flash-lite,4.5,en
934,865,2,2026-07-07,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,4.5,en
935,865,2,2026-07-07,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
936,862,2,2026-07-07,noise,positive,not_applicable,high,none,Quiet residential street,gemini-3.1-flash-lite,5.0,en
937,862,2,2026-07-07,location,positive,not_applicable,high,none,close to the main road,gemini-3.1-flash-lite,5.0,en
938,855,1,2026-07-07,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,4.0,en
939,855,1,2026-07-07,check_in,positive,not_applicable,high,none,self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.0,en
940,855,1,2026-07-07,housekeeping_response,negative,moderate,high,housekeeping,housekeeping took nearly two hours to respond,gemini-3.1-flash-lite,4.0,en
941,859,2,2026-07-05,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,5.0,en
942,857,1,2026-07-05,value,positive,not_applicable,high,none,Paisa vasool,gemini-3.1-flash-lite,4.5,en
943,857,1,2026-07-05,noise,positive,not_applicable,high,none,very peaceful,gemini-3.1-flash-lite,4.5,en
944,858,1,2026-07-04,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
945,858,1,2026-07-04,cleanliness,positive,not_applicable,high,none,bathroom was sparkling clean,gemini-3.1-flash-lite,4.5,en
946,854,1,2026-07-04,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
947,849,1,2026-07-04,value,positive,not_applicable,high,none,Paisa vasool,gemini-3.1-flash-lite,5.0,en
948,849,1,2026-07-04,amenities,positive,not_applicable,high,none,grocery delivery service was handy,gemini-3.1-flash-lite,5.0,en
949,848,2,2026-07-01,cleanliness,positive,not_applicable,high,none,Bathroom was sparkling clean,gemini-3.1-flash-lite,4.5,en
950,846,1,2026-07-01,room_quality,positive,not_applicable,high,none,The apartment is well furnished and spacious,gemini-3.1-flash-lite,5.0,en
951,851,1,2026-06-30,housekeeping_response,positive,not_applicable,high,none,Daily cleaning was prompt and thorough,gemini-3.1-flash-lite,5.0,en
952,844,2,2026-06-30,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
953,844,2,2026-06-30,location,positive,not_applicable,high,none,"great location, walking distance to everything",gemini-3.1-flash-lite,4.5,en
954,841,1,2026-06-30,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.0,hinglish
955,841,1,2026-06-30,wifi,negative,moderate,high,tech,wifi bar bar disconnect ho raha tha,gemini-3.1-flash-lite,4.0,hinglish
956,838,1,2026-06-30,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.0,en
957,838,1,2026-06-30,amenities,positive,not_applicable,high,none,tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.0,en
958,838,1,2026-06-30,cleanliness,negative,moderate,high,housekeeping,room thoda dirty tha,gemini-3.1-flash-lite,4.0,en
959,850,2,2026-06-29,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
960,850,2,2026-06-29,staff,positive,not_applicable,high,none,staff bahut helpful the,gemini-3.1-flash-lite,4.5,en
961,847,3,2026-06-28,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,5.0,en
962,845,3,2026-06-28,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.0,en
963,845,3,2026-06-28,value,negative,minor,medium,revenue,for this price I expected more,gemini-3.1-flash-lite,4.0,en
964,840,1,2026-06-28,room_quality,positive,not_applicable,high,none,Bed was extremely comfortable,gemini-3.1-flash-lite,4.0,en
965,840,1,2026-06-28,maintenance,negative,moderate,high,maintenance,sofa was worn,gemini-3.1-flash-lite,4.0,en
966,840,1,2026-06-28,maintenance,negative,moderate,high,maintenance,chair was broken,gemini-3.1-flash-lite,4.0,en
967,825,1,2026-06-28,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,5.0,en
968,836,2,2026-06-27,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
969,843,1,2026-06-26,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
970,843,1,2026-06-26,room_quality,positive,not_applicable,high,none,aC cooled the room quickly,gemini-3.1-flash-lite,4.5,en
971,843,1,2026-06-26,maintenance,negative,minor,medium,maintenance,Hope they fix it,gemini-3.1-flash-lite,4.5,en
972,837,1,2026-06-26,cleanliness,positive,not_applicable,high,none,Bathroom was sparkling clean,gemini-3.1-flash-lite,5.0,en
973,820,2,2026-06-26,location,positive,not_applicable,high,none,"Great location, walking distance to everything",gemini-3.1-flash-lite,4.0,en
974,839,2,2026-06-25,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.0,en
975,834,1,2026-06-25,staff,positive,not_applicable,high,none,Front desk went out of their way for us,gemini-3.1-flash-lite,5.0,en
976,834,1,2026-06-25,other,negative,minor,low,none,Hope they fix it,gemini-3.1-flash-lite,5.0,en
977,813,2,2026-06-25,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,5.0,en
978,813,2,2026-06-25,cleanliness,positive,not_applicable,high,none,room was very clean and fresh,gemini-3.1-flash-lite,5.0,en
979,813,2,2026-06-25,room_quality,negative,minor,high,none,the apartment felt smaller than the photos suggested,gemini-3.1-flash-lite,5.0,en
980,830,2,2026-06-24,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,5.0,en
981,830,2,2026-06-24,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,5.0,en
982,830,2,2026-06-24,check_in,positive,not_applicable,high,none,early check-in was arranged without fuss,gemini-3.1-flash-lite,5.0,en
983,826,2,2026-06-24,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.5,hinglish
984,826,2,2026-06-24,value,positive,not_applicable,high,none,"paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.5,hinglish
985,826,2,2026-06-24,cleanliness,negative,moderate,high,housekeeping,room thoda dirty tha,gemini-3.1-flash-lite,4.5,hinglish
986,842,3,2026-06-23,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
987,842,3,2026-06-23,cleanliness,positive,not_applicable,high,none,apartment was spotless when we arrived,gemini-3.1-flash-lite,5.0,en
988,822,2,2026-06-22,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.5,en
989,822,2,2026-06-22,noise,positive,not_applicable,high,none,"very peaceful, slept well every night",gemini-3.1-flash-lite,4.5,en
990,833,3,2026-06-20,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.5,en
991,833,3,2026-06-20,amenities,positive,not_applicable,high,none,kitchenette had everything we needed,gemini-3.1-flash-lite,4.5,en
992,833,3,2026-06-20,noise,negative,moderate,high,front_office,construction noise started early every morning,gemini-3.1-flash-lite,4.5,en
993,832,2,2026-06-20,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,5.0,en
994,832,2,2026-06-20,cleanliness,positive,not_applicable,high,none,apartment was spotless when we arrived,gemini-3.1-flash-lite,5.0,en
995,791,3,2026-06-20,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,4.0,en
996,835,3,2026-06-19,amenities,positive,not_applicable,high,none,Free parking,gemini-3.1-flash-lite,4.5,en
997,829,3,2026-06-19,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,5.0,en
998,827,3,2026-06-19,wifi,positive,not_applicable,high,none,Internet held up fine,gemini-3.1-flash-lite,5.0,en
999,819,1,2026-06-19,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
1000,816,1,2026-06-19,room_quality,positive,not_applicable,high,none,Room spacious tha,gemini-3.1-flash-lite,5.0,en
1001,816,1,2026-06-19,maintenance,positive,not_applicable,high,none,well maintained,gemini-3.1-flash-lite,5.0,en
1002,816,1,2026-06-19,maintenance,negative,moderate,medium,maintenance,Hope they fix it,gemini-3.1-flash-lite,5.0,en
1003,814,2,2026-06-19,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
1004,814,2,2026-06-19,housekeeping_response,positive,not_applicable,high,none,requested extra towels and they arrived immediately,gemini-3.1-flash-lite,5.0,en
1005,811,2,2026-06-18,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,5.0,en
1006,811,2,2026-06-18,location,positive,not_applicable,high,none,"great location, walking distance to everything",gemini-3.1-flash-lite,5.0,en
1007,810,1,2026-06-18,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.0,en
1008,810,1,2026-06-18,cleanliness,positive,not_applicable,high,none,daily cleaning was prompt and thorough,gemini-3.1-flash-lite,4.0,en
1009,810,1,2026-06-18,cleanliness,negative,moderate,high,housekeeping,bedsheets had stains when we checked in,gemini-3.1-flash-lite,4.0,en
1010,823,2,2026-06-17,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,5.0,en
1011,815,2,2026-06-17,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,5.0,en
1012,815,2,2026-06-17,housekeeping_response,positive,not_applicable,high,none,housekeeping came within minutes of asking,gemini-3.1-flash-lite,5.0,en
1013,831,3,2026-06-16,location,positive,not_applicable,high,none,"Great location, walking distance to everything",gemini-3.1-flash-lite,4.5,en
1014,831,3,2026-06-16,wifi,positive,not_applicable,high,none,wiFi was fast and stable for video calls,gemini-3.1-flash-lite,4.5,en
1015,828,1,2026-06-16,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,3.5,hinglish
1016,828,1,2026-06-16,staff,positive,not_applicable,high,none,front desk went out of their way for us,gemini-3.1-flash-lite,3.5,hinglish
1017,828,1,2026-06-16,wifi,negative,moderate,high,tech,wifi bar bar disconnect ho raha tha,gemini-3.1-flash-lite,3.5,hinglish
1018,806,3,2026-06-16,amenities,positive,not_applicable,high,none,Free parking,gemini-3.1-flash-lite,5.0,en
1019,804,3,2026-06-16,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.0,en
1020,824,2,2026-06-15,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,4.0,en
1021,824,2,2026-06-15,staff,negative,moderate,high,front_office,front desk was unhelpful when we raised an issue,gemini-3.1-flash-lite,4.0,en
1022,818,3,2026-06-15,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,3.5,en
1023,818,3,2026-06-15,cleanliness,negative,moderate,high,housekeeping,room thoda dirty tha,gemini-3.1-flash-lite,3.5,en
1024,789,2,2026-06-15,staff,positive,not_applicable,high,none,Staff bahut helpful the,gemini-3.1-flash-lite,4.0,en
1025,789,2,2026-06-15,check_in,negative,severe,high,front_office,access code did not work and we waited outside,gemini-3.1-flash-lite,4.0,en
1026,808,3,2026-06-14,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,4.5,en
1027,808,3,2026-06-14,housekeeping_response,positive,not_applicable,high,none,daily cleaning was prompt and thorough,gemini-3.1-flash-lite,4.5,en
1028,821,1,2026-06-13,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
1029,821,1,2026-06-13,housekeeping_response,negative,moderate,high,housekeeping,housekeeping took nearly two hours to respond,gemini-3.1-flash-lite,5.0,en
1030,807,1,2026-06-13,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,5.0,en
1031,807,1,2026-06-13,noise,positive,not_applicable,high,none,"very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
1032,817,3,2026-06-11,housekeeping_response,positive,not_applicable,high,none,Housekeeping came within minutes of asking,gemini-3.1-flash-lite,5.0,en
1033,812,1,2026-06-11,maintenance,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,5.0,en
1034,812,1,2026-06-11,amenities,positive,not_applicable,high,none,tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,5.0,en
1035,809,1,2026-06-11,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.0,en
1036,809,1,2026-06-11,check_in,negative,moderate,high,front_office,check-in took over forty minutes,gemini-3.1-flash-lite,4.0,en
1037,801,1,2026-06-09,location,positive,not_applicable,high,none,Great location,gemini-3.1-flash-lite,5.0,en
1038,801,1,2026-06-09,staff,positive,not_applicable,high,none,front desk went out of their way for us,gemini-3.1-flash-lite,5.0,en
1039,794,2,2026-06-09,cleanliness,positive,not_applicable,high,none,Room was very clean and fresh,gemini-3.1-flash-lite,3.5,hinglish
1040,794,2,2026-06-09,check_in,negative,moderate,high,front_office,check-in mein bahut time laga,gemini-3.1-flash-lite,3.5,hinglish
1041,799,3,2026-06-08,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,5.0,en
1042,800,1,2026-06-07,amenities,positive,not_applicable,high,none,free parking made a big difference,gemini-3.1-flash-lite,5.0,en
1043,800,1,2026-06-07,cleanliness,negative,moderate,high,housekeeping,there was dust on the shelves and under the bed,gemini-3.1-flash-lite,5.0,en
1044,803,1,2026-06-05,room_quality,positive,not_applicable,high,none,Room spacious tha aur well maintained,gemini-3.1-flash-lite,5.0,en
1045,803,1,2026-06-05,housekeeping_response,negative,moderate,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,5.0,en
1046,802,1,2026-06-05,value,positive,not_applicable,high,none,"Paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.5,en
1047,802,1,2026-06-05,wifi,negative,moderate,high,tech,internet was too slow to work on,gemini-3.1-flash-lite,4.5,en
1048,797,1,2026-06-05,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
1049,797,1,2026-06-05,wifi,negative,moderate,medium,tech,Hope they fix it.,gemini-3.1-flash-lite,5.0,en
1050,805,2,2026-06-04,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,4.0,en
1051,805,2,2026-06-04,staff,negative,moderate,high,front_office,nobody seemed to take ownership of the problem.,gemini-3.1-flash-lite,4.0,en
1052,781,1,2026-06-04,staff,positive,not_applicable,high,none,The staff were genuinely warm and helpful.,gemini-3.1-flash-lite,4.5,en
1053,754,1,2026-06-03,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.0,en
1054,754,1,2026-06-03,housekeeping_response,positive,not_applicable,high,none,tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.0,en
1055,754,1,2026-06-03,wifi,negative,moderate,high,tech,WiFi kept dropping during calls,gemini-3.1-flash-lite,4.0,en
1056,798,2,2026-06-01,noise,positive,not_applicable,high,none,Quiet even on the weekend.,gemini-3.1-flash-lite,5.0,en
1057,798,2,2026-06-01,value,negative,minor,high,revenue,for this price I expected more.,gemini-3.1-flash-lite,5.0,en
1058,796,3,2026-06-01,staff,positive,not_applicable,high,none,The staff were genuinely warm and helpful,gemini-3.1-flash-lite,5.0,en
1059,796,3,2026-06-01,location,positive,not_applicable,high,none,very convenient for the tech parks.,gemini-3.1-flash-lite,5.0,en
1060,793,1,2026-06-01,noise,positive,not_applicable,high,none,Very peaceful,gemini-3.1-flash-lite,5.0,en
1061,793,1,2026-06-01,wifi,positive,not_applicable,high,none,internet held up fine through a full day of meetings,gemini-3.1-flash-lite,5.0,en
1062,779,3,2026-05-31,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,4.5,en
1063,779,3,2026-05-31,check_in,positive,not_applicable,high,none,check-in was quick and painless,gemini-3.1-flash-lite,4.5,en
1064,779,3,2026-05-31,room_quality,negative,moderate,high,maintenance,sofa was worn,gemini-3.1-flash-lite,4.5,en
1065,779,3,2026-05-31,room_quality,negative,moderate,high,maintenance,chair was broken,gemini-3.1-flash-lite,4.5,en
1066,792,1,2026-05-30,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,5.0,en
1067,787,1,2026-05-30,cleanliness,positive,not_applicable,high,none,The apartment was spotless,gemini-3.1-flash-lite,4.5,en
1068,786,1,2026-05-30,amenities,positive,not_applicable,high,none,Free parking,gemini-3.1-flash-lite,5.0,en
1069,783,2,2026-05-30,amenities,positive,not_applicable,high,none,Free parking,gemini-3.1-flash-lite,5.0,en
1070,783,2,2026-05-30,cleanliness,positive,not_applicable,high,none,ekdum clean tha,gemini-3.1-flash-lite,5.0,en
1071,795,2,2026-05-29,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
1072,795,2,2026-05-29,cleanliness,positive,not_applicable,high,none,daily cleaning was prompt and thorough,gemini-3.1-flash-lite,5.0,en
1073,784,3,2026-05-29,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,4.0,en
1074,784,3,2026-05-29,value,positive,not_applicable,high,none,excellent value for what you get,gemini-3.1-flash-lite,4.0,en
1075,788,2,2026-05-28,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
1076,788,2,2026-05-28,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
1077,790,3,2026-05-27,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.0,en
1078,790,3,2026-05-27,maintenance,negative,moderate,high,maintenance,AC was not cooling and took a day to fix,gemini-3.1-flash-lite,4.0,en
1079,785,3,2026-05-27,staff,positive,not_applicable,high,none,The staff were genuinely warm and helpful,gemini-3.1-flash-lite,5.0,en
1080,778,2,2026-05-26,room_quality,positive,not_applicable,high,none,The apartment is well furnished and spacious,gemini-3.1-flash-lite,5.0,en
1081,778,2,2026-05-26,noise,negative,moderate,high,maintenance,could hear everything from the corridor,gemini-3.1-flash-lite,5.0,en
1082,775,1,2026-05-26,cleanliness,positive,not_applicable,high,none,The apartment was spotless,gemini-3.1-flash-lite,3.5,en
1083,775,1,2026-05-26,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,3.5,en
1084,776,1,2026-05-25,amenities,positive,not_applicable,high,none,Free parking,gemini-3.1-flash-lite,4.5,en
1085,774,2,2026-05-25,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
1086,774,2,2026-05-25,room_quality,negative,moderate,high,maintenance,sofa was worn,gemini-3.1-flash-lite,4.5,en
1087,774,2,2026-05-25,room_quality,negative,moderate,high,maintenance,chair was broken,gemini-3.1-flash-lite,4.5,en
1088,771,1,2026-05-25,value,positive,not_applicable,high,none,Excellent value for what you get,gemini-3.1-flash-lite,5.0,en
1089,771,1,2026-05-25,check_in,negative,moderate,high,front_office,check-in took over forty minutes,gemini-3.1-flash-lite,5.0,en
1090,768,1,2026-05-25,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,5.0,en
1091,768,1,2026-05-25,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,5.0,en
1092,768,1,2026-05-25,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
1093,777,2,2026-05-24,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
1094,773,2,2026-05-24,location,positive,not_applicable,high,none,Great location,gemini-3.1-flash-lite,5.0,en
1095,773,2,2026-05-24,amenities,positive,not_applicable,high,none,free parking,gemini-3.1-flash-lite,5.0,en
1096,769,2,2026-05-24,staff,positive,not_applicable,high,none,The staff were genuinely warm and helpful,gemini-3.1-flash-lite,5.0,en
1097,759,1,2026-05-24,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.0,en
1098,759,1,2026-05-24,noise,negative,moderate,high,maintenance,could hear everything from the corridor,gemini-3.1-flash-lite,4.0,en
1099,767,3,2026-05-23,room_quality,positive,not_applicable,high,none,The apartment is well furnished and spacious,gemini-3.1-flash-lite,4.0,en
1100,767,3,2026-05-23,other,negative,moderate,high,none,the approach road is badly lit at night,gemini-3.1-flash-lite,4.0,en
1101,766,1,2026-05-23,value,positive,not_applicable,high,none,Excellent value for what you get,gemini-3.1-flash-lite,4.5,en
1102,766,1,2026-05-23,housekeeping_response,negative,minor,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,4.5,en
1103,765,2,2026-05-23,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.0,en
1104,765,2,2026-05-23,other,negative,moderate,high,none,the approach road is badly lit at night,gemini-3.1-flash-lite,4.0,en
1105,780,1,2026-05-22,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
1106,780,1,2026-05-22,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
1107,780,1,2026-05-22,cleanliness,negative,moderate,high,housekeeping,dust on the shelves and under the bed,gemini-3.1-flash-lite,5.0,en
1108,770,3,2026-05-22,housekeeping_response,positive,not_applicable,high,none,Daily cleaning was prompt and thorough,gemini-3.1-flash-lite,4.0,hinglish
1109,770,3,2026-05-22,housekeeping_response,negative,moderate,high,housekeeping,"towels maange the, do ghante lag gaye",gemini-3.1-flash-lite,4.0,hinglish
